year,month,day,hour,minute,second,alt,lat,lon,dos1l,dos1m,dos1rate,dos2l,dos2m,dos2rate,dos3l,dos3m,dos3rate,flag,Subcom,Lm_OPQ,Bmag_OPQ,MLT_OPQ,InvLat_OPQ,Loss_Cone_Type,K_Z,Lstar_Z,hmin_Z,Alpha,Beta,Dist_In_Track,Lag_In_Track,Dist_Cross_Track_Horiz,Dist_Cross_Track_Vert,Dist_Total
,
