Energy MeV,DOS1,DOS2,DOS3 cm^2 sr
5.82103,0.000563595,2.15526e-05,0.00925798
5.95662,0.000563972,1.92242e-05,0.009197
6.09537,0.000580604,3.63841e-05,0.00939867
6.23735,0.000566624,1.30457e-05,0.00968195
6.38263,0.000580922,2.18702e-05,0.00982588
6.53131,0.00059729,2.5876e-05,0.00996513
6.68344,0.000581198,2.45075e-05,0.0102687
6.83912,0.000601575,2.6744e-05,0.0103107
6.99842,0.000631584,3.59953e-05,0.0102812
7.16143,0.000672208,1.86743e-05,0.0107006
7.32825,0.000612348,2.29203e-05,0.0108431
7.49894,0.000630922,4.48904e-05,0.0111879
7.67361,0.000652716,2.10746e-05,0.0114584
7.85236,0.000658833,2.43781e-05,0.0115197
8.03526,0.000671126,3.23322e-05,0.0115471
8.22243,0.000654902,4.15572e-05,0.0118701
8.41395,0.000657266,3.16008e-05,0.0120941
8.60994,0.000686329,3.8798e-05,0.0123137
8.81049,0.000670195,3.22086e-05,0.0123635
9.01571,0.000673073,2.93162e-05,0.0127349
9.22571,0.00069423,4.23763e-05,0.0132089
9.44061,0.000705904,2.58706e-05,0.0131224
9.66051,0.000693371,4.58647e-05,0.013184
9.88553,0.000692473,3.99872e-05,0.0133918
